Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Egan-Jones Ratings Company,TUPPERWARE BRANDS CORPORATION,A,2014-05-13,1008654,1,3089.0,Manuf,TUP,1.0563,0.7102,3.382,66.6941,15.1033,15.1033,17.1807,13.49,10.2635,1.4489,108.4223,-476.8698,14.8707,31.4161,0.7962,0.8133
Egan-Jones Ratings Company,TUPPERWARE BRANDS CORPORATION,A,2014-07-24,1008654,1,3089.0,Manuf,TUP,1.0563,0.7102,3.382,66.6941,15.1033,15.1033,17.1807,13.49,10.2635,1.4489,108.4223,-476.8698,14.8707,31.4161,0.7962,0.8133
Egan-Jones Ratings Company,TUPPERWARE BRANDS CORPORATION,A,2014-10-28,1008654,1,3089.0,Manuf,TUP,1.0563,0.7102,3.382,66.6941,15.1033,15.1033,17.1807,13.49,10.2635,1.4489,108.4223,-476.8698,14.8707,31.4161,0.7962,0.8133
Moody's Investors Service,Takeda Pharmaceutical Company Limited,A+,2014-12-03,1395064,1,2834.0,Hlth,TAK,1.9838,0.2171,0.3385,71.0193,8.2328,8.2328,20.9859,9.3901,6.3048,0.3702,4.3123,18.5578,2.3978,3.376,-1.4192,-1.1143
Standard & Poor's Ratings Services,Target Corp.,AA,2014-03-28,27419,1,5331.0,Shops,TGT,0.9058,0.4132,0.7746,29.7984,7.2532,7.2532,10.0535,5.7815,2.7652,1.5999,16.5979,16.5979,6.0467,9.7397,2.1309,2.7387
Moody's Investors Service,Target Corporation,A,2014-06-18,27419,1,5331.0,Shops,TGT,0.9058,0.4132,0.7746,29.7984,7.2532,7.2532,10.0535,5.7815,2.7652,1.5999,16.5979,16.5979,6.0467,9.7397,2.1309,2.7387
Moody's Investors Service,Tata Motors Limited,BB,2014-10-23,926042,0,3711.0,Durbl,TTM,2.0699,0.412,0.7406,16.6831,-10.5302,-10.5302,12.2477,-12.4843,-12.9457,0.8042,-24.0559,-25.7345,-10.7993,-14.1443,0.0432,0.0912
Moody's Investors Service,Tata Motors Limited,BB,2014-10-29,926042,0,3711.0,Durbl,TTM,2.0699,0.412,0.7406,16.6831,-10.5302,-10.5302,12.2477,-12.4843,-12.9457,0.8042,-24.0559,-25.7345,-10.7993,-14.1443,0.0432,0.0912
Standard & Poor's Ratings Services,Tata Motors Ltd.,BB,2014-10-26,926042,0,3711.0,Durbl,TTM,2.0699,0.412,0.7406,16.6831,-10.5302,-10.5302,12.2477,-12.4843,-12.9457,0.8042,-24.0559,-25.7345,-10.7993,-14.1443,0.0432,0.0912
Standard & Poor's Ratings Services,TechnipFMC Plc,BBB+,2014-05-09,1681459,1,1389.0,Enrgy,FTI,2.0916,0.4055,0.6879,36.9377,4.9284,4.9284,13.3611,1.9251,-0.6411,0.6987,-1.0164,3.8718,-0.448,-0.6042,1.9508,1.5537
Standard & Poor's Ratings Services,Teck Resources Ltd.,BBB,2014-06-27,886986,1,1000.0,Other,TECK,2.6676,0.2895,0.4106,25.858,21.0724,21.0724,34.2145,17.5123,10.7653,0.2593,4.9572,5.4396,2.5772,3.5222,0.0578,0.0283
Moody's Investors Service,Telecom Argentina S.A.,CCC+,2014-05-13,932470,0,4812.0,Telcm,TEO,1.0775,0.0179,0.0195,69.6928,17.1227,17.1227,27.6272,18.4497,11.8975,1.1824,18.2895,20.9271,9.529,17.9615,1.0737,0.691
Standard & Poor's Ratings Services,Teleflex Incorporated,B+,2014-05-16,96943,0,3841.0,Hlth,TFX,1.8903,0.3268,0.6713,49.4582,13.7514,13.7514,20.1145,10.3598,8.8949,0.403,7.9427,-21.9352,3.6157,5.3472,0.5305,0.6759
Standard & Poor's Ratings Services,Teleflex Incorporated,BB,2014-10-01,96943,0,3841.0,Hlth,TFX,1.8903,0.3268,0.6713,49.4582,13.7514,13.7514,20.1145,10.3598,8.8949,0.403,7.9427,-21.9352,3.6157,5.3472,0.5305,0.6759
Standard & Poor's Ratings Services,Telephone and Data Systems Inc.,BB+,2014-04-04,1051512,0,4812.0,Telcm,TDS,1.7515,0.2692,0.3687,54.5968,4.802,4.802,25.5739,5.9753,2.8947,0.5504,3.5727,7.1351,1.8735,2.6106,-5.6129,-4.5728
Standard & Poor's Ratings Services,Telephone and Data Systems Inc.,BB,2014-11-24,1051512,0,4812.0,Telcm,TDS,1.7515,0.2692,0.3687,54.5968,4.802,4.802,25.5739,5.9753,2.8947,0.5504,3.5727,7.1351,1.8735,2.6106,-5.6129,-4.5728
Moody's Investors Service,"Telephone and Data Systems, Inc.",BBB-,2014-04-08,1051512,1,4812.0,Telcm,TDS,1.7515,0.2692,0.3687,54.5968,4.802,4.802,25.5739,5.9753,2.8947,0.5504,3.5727,7.1351,1.8735,2.6106,-5.6129,-4.5728
Fitch Ratings,"Telephone and Data Systems, Inc.",BB+,2014-07-14,1051512,0,4812.0,Telcm,TDS,1.7515,0.2692,0.3687,54.5968,4.802,4.802,25.5739,5.9753,2.8947,0.5504,3.5727,7.1351,1.8735,2.6106,-5.6129,-4.5728
Standard & Poor's Ratings Services,Tenet Healthcare Corp.,CCC+,2014-03-05,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Fitch Ratings,Tenet Healthcare Corp.,B-,2014-03-06,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Standard & Poor's Ratings Services,Tenet Healthcare Corp.,CCC+,2014-07-01,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Standard & Poor's Ratings Services,Tenet Healthcare Corp.,CCC+,2014-09-24,70318,0,8062.0,Hlth,THC,1.5207,0.809,4.312,36.2978,8.2136,8.2136,13.1703,3.6627,1.5462,1.0083,17.1593,-60.0575,2.3109,3.2779,1.3467,0.5989
Standard & Poor's Ratings Services,Tenneco Inc.,BB,2014-04-30,1024725,0,3714.0,Durbl,TEN,1.2459,0.6834,2.3347,15.4445,5.3742,5.3742,7.9483,4.3194,2.2978,2.0794,47.0339,59.5174,5.7963,14.8893,2.191,2.6159
Moody's Investors Service,Tenneco Inc.,BB-,2014-07-28,1024725,0,3714.0,Durbl,TEN,1.2459,0.6834,2.3347,15.4445,5.3742,5.3742,7.9483,4.3194,2.2978,2.0794,47.0339,59.5174,5.7963,14.8893,2.191,2.6159
Standard & Poor's Ratings Services,Terex Corp.,B+,2014-03-12,97216,0,3530.0,Manuf,TEX,2.1102,0.4604,0.8925,20.3204,5.9162,5.9162,8.0661,4.1121,3.1903,1.0837,9.2062,38.8825,3.1193,4.9675,-0.9552,-0.8483
Standard & Poor's Ratings Services,Texas Gas Transmission LLC,BBB-,2014-02-10,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Standard & Poor's Ratings Services,Texas Gas Transmission LLC,BBB-,2014-08-27,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Moody's Investors Service,"Texas Gas Transmission, LLC",BBB,2014-11-05,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Standard & Poor's Ratings Services,Texas Instruments Inc.,A+,2014-04-21,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Moody's Investors Service,"Texas Instruments, Incorporated",A+,2014-03-05,97476,1,3674.0,BusEq,TXN,2.9192,0.2778,0.4773,52.1426,23.2036,23.2036,33.8304,22.5645,17.4109,0.6445,20.0056,51.208,11.4162,14.447,0.0613,0.142
Fitch Ratings,Textron Inc.,BBB-,2014-01-30,217346,1,3721.0,Manuf,TXT,2.3686,0.4203,0.727,16.3004,6.9977,6.9977,10.2115,5.5684,4.1143,0.9351,11.3595,18.7996,3.8473,6.5847,-0.2982,0.3956
Standard & Poor's Ratings Services,"The Manitowoc Company, Inc.",BB+,2014-02-27,61986,0,3530.0,Manuf,MTW,1.1222,0.6578,1.9517,25.2415,9.0018,9.0018,11.7388,5.5631,3.5029,1.018,24.1723,-15.7256,4.7553,8.2706,4.6774,3.6899
Fitch Ratings,Thermo Fisher Scientific Inc.,BBB,2014-11-17,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Moody's Investors Service,Thermo Fisher Scientific Inc.,BBB-,2014-11-18,97745,1,3826.0,BusEq,TMO,2.3097,0.3126,0.4607,42.3305,11.8474,11.8474,19.7108,10.1472,9.4157,0.4558,8.1372,-26.1388,4.5852,5.5939,1.1688,1.0009
Standard & Poor's Ratings Services,Thomson Reuters Corp.,BBB+,2014-04-24,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Moody's Investors Service,Thomson Reuters Corporation,BBB,2014-09-22,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Moody's Investors Service,Thomson Reuters Corporation,BBB,2014-11-04,1075124,1,7370.0,BusEq,TRI,0.8272,0.2623,0.4132,26.0585,19.5705,19.5705,32.7825,16.4255,15.1234,0.4036,11.6585,-23.8708,6.2698,8.6,0.097,-0.3556
Standard & Poor's Ratings Services,Timken Co. (The),BBB-,2014-06-25,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Standard & Poor's Ratings Services,Timken Co. (The),BBB-,2014-08-13,98362,1,3562.0,Manuf,TKR,1.9768,0.0624,0.1683,28.6091,10.0778,10.0778,14.7691,9.5572,8.6545,0.6779,6.6261,8.3767,3.9192,6.2124,-1.9069,-2.0334
Standard & Poor's Ratings Services,Titan International Inc.,B+,2014-08-15,899751,0,3523.0,Manuf,TWI,2.6072,0.3841,0.7177,13.6435,4.7326,4.7326,8.3494,2.5298,1.6272,1.188,3.72,3.9271,1.6301,2.2911,-0.4178,-0.5614
Standard & Poor's Ratings Services,Titan International Inc.,BB-,2014-11-21,899751,0,3523.0,Manuf,TWI,2.6072,0.3841,0.7177,13.6435,4.7326,4.7326,8.3494,2.5298,1.6272,1.188,3.72,3.9271,1.6301,2.2911,-0.4178,-0.5614
Moody's Investors Service,"Titan International, Inc.",B,2014-11-06,899751,0,3523.0,Manuf,TWI,2.6072,0.3841,0.7177,13.6435,4.7326,4.7326,8.3494,2.5298,1.6272,1.188,3.72,3.9271,1.6301,2.2911,-0.4178,-0.5614
Standard & Poor's Ratings Services,Toll Brothers Inc.,BB,2014-02-20,794170,0,1531.0,Other,TOL,7.432,0.4285,0.7498,20.2296,7.5185,7.5185,8.4612,10.01,6.3795,0.3917,5.1092,5.1092,2.4988,2.9199,-2.189,-2.2682
Moody's Investors Service,TransAlta Corporation,BBB-,2014-06-02,1144800,1,4911.0,Utils,TAC,0.8768,0.5468,1.2699,59.5987,13.0019,13.0019,38.5252,-0.5233,-0.1743,0.2343,4.2249,4.2281,1.141,1.4779,0.6028,1.5679
Moody's Investors Service,TransDigm Inc.,CCC+,2014-05-12,1260221,0,3728.0,Manuf,TDG,4.0946,1.0627,-17.0379,54.5397,38.9449,38.9449,43.3851,23.3054,6.8357,0.313,-90.0137,-6.2177,4.9243,5.645,0.8555,0.6788
Standard & Poor's Ratings Services,TransDigm Inc.,CCC+,2014-05-13,1260221,0,3728.0,Manuf,TDG,4.0946,1.0627,-17.0379,54.5397,38.9449,38.9449,43.3851,23.3054,6.8357,0.313,-90.0137,-6.2177,4.9243,5.645,0.8555,0.6788
Fitch Ratings,TransDigm Inc.,CCC+,2014-06-05,1260221,0,3728.0,Manuf,TDG,4.0946,1.0627,-17.0379,54.5397,38.9449,38.9449,43.3851,23.3054,6.8357,0.313,-90.0137,-6.2177,4.9243,5.645,0.8555,0.6788
Standard & Poor's Ratings Services,"TreeHouse Foods, Inc.",B,2014-02-25,1320695,0,2030.0,NoDur,THS,2.7029,0.4245,0.7387,20.7308,7.7668,7.7668,12.5028,5.4452,3.7921,0.843,6.8327,-27.0282,3.1969,3.9324,0.2835,0.1997
Standard & Poor's Ratings Services,"TreeHouse Foods, Inc.",B+,2014-07-25,1320695,0,2030.0,NoDur,THS,2.7029,0.4245,0.7387,20.7308,7.7668,7.7668,12.5028,5.4452,3.7921,0.843,6.8327,-27.0282,3.1969,3.9324,0.2835,0.1997
Standard & Poor's Ratings Services,Trimas Company LLC,BB-,2014-05-27,842633,0,3460.0,Manuf,TRS,1.9694,0.3497,0.5565,28.2656,12.1558,12.1558,16.2674,9.5223,9.4473,0.6148,10.7825,292.9768,4.5542,7.0118,0.187,0.817
Standard & Poor's Ratings Services,Trimble Inc.,BBB-,2014-10-30,864749,1,3829.0,BusEq,TRMB,1.741,0.3133,0.4762,51.2803,10.4194,10.4194,17.7425,11.2457,9.3652,0.5881,9.9145,-34.7088,5.4687,6.8082,0.369,0.2507
Moody's Investors Service,Trimble Inc.,BBB,2014-11-19,864749,1,3829.0,BusEq,TRMB,1.741,0.3133,0.4762,51.2803,10.4194,10.4194,17.7425,11.2457,9.3652,0.5881,9.9145,-34.7088,5.4687,6.8082,0.369,0.2507
Standard & Poor's Ratings Services,Trinity Industries Inc.,BB+,2014-05-29,99780,0,3743.0,Manuf,TRN,2.2529,0.521,1.0876,23.893,17.7055,17.7055,22.5506,13.5271,8.6019,0.5969,14.0446,15.6259,5.2794,6.7278,0.9305,-0.9094
Standard & Poor's Ratings Services,Triton Container International Ltd.,BBB,2014-06-09,1660734,1,7359.0,Other,TRTN,0.8019,0.8029,4.0726,86.0205,50.9667,50.9667,84.4661,34.3568,22.2703,0.1589,20.6912,23.1887,3.5391,4.079,1.6568,7.0039
Standard & Poor's Ratings Services,Triton Container International Ltd.,BBB,2014-07-24,1660734,1,7359.0,Other,TRTN,0.8019,0.8029,4.0726,86.0205,50.9667,50.9667,84.4661,34.3568,22.2703,0.1589,20.6912,23.1887,3.5391,4.079,1.6568,7.0039
Moody's Investors Service,"Triumph Group, Inc.",BB-,2014-05-19,1021162,0,3728.0,Manuf,TGI,2.7834,0.3965,0.6788,22.6254,10.6292,10.6292,14.0398,8.2969,5.4808,0.6777,9.0308,-42.4263,3.7141,5.4497,-3.559,-4.2726
Standard & Poor's Ratings Services,Tupperware Brands Corporation,BBB-,2014-07-17,1008654,1,3089.0,Manuf,TUP,1.0563,0.7102,3.382,66.6941,15.1033,15.1033,17.1807,13.49,10.2635,1.4489,108.4223,-476.8698,14.8707,31.4161,0.7962,0.8133
Standard & Poor's Ratings Services,Tutor Perini Corporation,BB-,2014-11-20,77543,0,1540.0,Other,TPC,1.6064,0.3317,0.5883,11.1815,4.8812,4.8812,6.3039,3.3435,2.0906,1.2291,6.9975,15.6996,2.5695,4.6763,2.4736,2.28
Standard & Poor's Ratings Services,"Twitter, Inc.",BB-,2014-11-13,1418091,0,7370.0,BusEq,TWTR,11.4212,0.0361,0.067,59.8854,-95.6295,-95.6295,-78.951,-97.3313,-97.0571,0.1975,-21.8753,-25.7213,-19.1704,-21.0854,0.2453,0.2766
Standard & Poor's Ratings Services,Tyson Foods Inc.,BBB-,2014-06-10,100493,1,2011.0,NoDur,TSN,1.8618,0.2331,0.3863,6.8598,4.0001,4.0001,5.51,3.6568,2.2633,2.8229,13.605,20.2242,6.9639,10.4331,0.3723,0.7167
Standard & Poor's Ratings Services,Tyson Foods Inc.,BBB-,2014-07-31,100493,1,2011.0,NoDur,TSN,1.8618,0.2331,0.3863,6.8598,4.0001,4.0001,5.51,3.6568,2.2633,2.8229,13.605,20.2242,6.9639,10.4331,0.3723,0.7167
Fitch Ratings,"Tyson Foods, Inc.",BBB,2014-07-17,100493,1,2011.0,NoDur,TSN,1.8618,0.2331,0.3863,6.8598,4.0001,4.0001,5.51,3.6568,2.2633,2.8229,13.605,20.2242,6.9639,10.4331,0.3723,0.7167
Moody's Investors Service,"Tyson Foods, Inc.",BBB-,2014-08-04,100493,1,2011.0,NoDur,TSN,1.8618,0.2331,0.3863,6.8598,4.0001,4.0001,5.51,3.6568,2.2633,2.8229,13.605,20.2242,6.9639,10.4331,0.3723,0.7167
Moody's Investors Service,"Tyson Foods, Inc.",BBB-,2014-12-09,100493,1,2011.0,NoDur,TSN,1.6384,0.4584,0.9185,7.1448,3.8052,3.8052,5.2155,3.3316,2.2991,1.5687,9.6137,-27.8103,3.5732,5.2071,-0.3441,-0.5599
Egan-Jones Ratings Company,UGI CORPORATION,BBB,2014-01-15,884614,1,4932.0,Utils,UGI,1.142,0.4996,1.0816,39.8947,11.5516,11.5516,16.5983,8.206,3.8653,0.7188,12.0522,644.9492,4.2722,6.0309,0.4661,-0.3439
Egan-Jones Ratings Company,UGI CORPORATION,BBB,2014-02-24,884614,1,4932.0,Utils,UGI,1.142,0.4996,1.0816,39.8947,11.5516,11.5516,16.5983,8.206,3.8653,0.7188,12.0522,644.9492,4.2722,6.0309,0.4661,-0.3439
Egan-Jones Ratings Company,UGI CORPORATION,BBB,2014-06-12,884614,1,4932.0,Utils,UGI,1.142,0.4996,1.0816,39.8947,11.5516,11.5516,16.5983,8.206,3.8653,0.7188,12.0522,644.9492,4.2722,6.0309,0.4661,-0.3439
Egan-Jones Ratings Company,UGI CORPORATION,BBB,2014-09-12,884614,1,4932.0,Utils,UGI,1.142,0.4996,1.0816,39.8947,11.5516,11.5516,16.5983,8.206,3.8653,0.7188,12.0522,644.9492,4.2722,6.0309,0.4661,-0.3439
Egan-Jones Ratings Company,UGI CORPORATION,BBB,2014-12-22,884614,1,4932.0,Utils,UGI,1.1622,0.4838,1.0159,37.4712,12.1489,12.1489,16.5332,9.276,4.0738,0.8201,14.5392,210.1812,5.2769,7.5048,1.1122,1.31
Egan-Jones Ratings Company,UNION PACIFIC CORPORATION,AA,2014-02-11,100885,1,4011.0,Other,UNP,1.0525,0.2948,0.4512,51.482,33.9025,33.9025,41.9934,32.0903,19.9791,0.4416,20.6737,20.6737,8.8235,14.5795,0.8592,1.0502
Egan-Jones Ratings Company,UNION PACIFIC CORPORATION,AAA,2014-04-30,100885,1,4011.0,Other,UNP,1.0525,0.2948,0.4512,51.482,33.9025,33.9025,41.9934,32.0903,19.9791,0.4416,20.6737,20.6737,8.8235,14.5795,0.8592,1.0502
Egan-Jones Ratings Company,UNION PACIFIC CORPORATION,AA,2014-08-04,100885,1,4011.0,Other,UNP,1.0525,0.2948,0.4512,51.482,33.9025,33.9025,41.9934,32.0903,19.9791,0.4416,20.6737,20.6737,8.8235,14.5795,0.8592,1.0502
Egan-Jones Ratings Company,UNION PACIFIC CORPORATION,AA,2014-11-03,100885,1,4011.0,Other,UNP,1.0525,0.2948,0.4512,51.482,33.9025,33.9025,41.9934,32.0903,19.9791,0.4416,20.6737,20.6737,8.8235,14.5795,0.8592,1.0502
Egan-Jones Ratings Company,UNISYS CORPORATION,BB+,2014-02-14,746838,0,7373.0,BusEq,UIS,1.5035,-0.4627,-0.3163,24.5451,6.3504,6.3504,10.9677,6.3475,2.6703,1.3771,-13.1458,-12.2339,4.7849,-26.4596,-1.6881,-1.9351
Egan-Jones Ratings Company,UNISYS CORPORATION,BB+,2014-05-13,746838,0,7373.0,BusEq,UIS,1.5035,-0.4627,-0.3163,24.5451,6.3504,6.3504,10.9677,6.3475,2.6703,1.3771,-13.1458,-12.2339,4.7849,-26.4596,-1.6881,-1.9351
Egan-Jones Ratings Company,UNISYS CORPORATION,BB+,2014-05-27,746838,0,7373.0,BusEq,UIS,1.5035,-0.4627,-0.3163,24.5451,6.3504,6.3504,10.9677,6.3475,2.6703,1.3771,-13.1458,-12.2339,4.7849,-26.4596,-1.6881,-1.9351
Egan-Jones Ratings Company,UNISYS CORPORATION,BB+,2014-07-28,746838,0,7373.0,BusEq,UIS,1.5035,-0.4627,-0.3163,24.5451,6.3504,6.3504,10.9677,6.3475,2.6703,1.3771,-13.1458,-12.2339,4.7849,-26.4596,-1.6881,-1.9351
Egan-Jones Ratings Company,UNISYS CORPORATION,BB+,2014-08-01,746838,0,7373.0,BusEq,UIS,1.5035,-0.4627,-0.3163,24.5451,6.3504,6.3504,10.9677,6.3475,2.6703,1.3771,-13.1458,-12.2339,4.7849,-26.4596,-1.6881,-1.9351
Egan-Jones Ratings Company,UNISYS CORPORATION,BB+,2014-10-27,746838,0,7373.0,BusEq,UIS,1.5035,-0.4627,-0.3163,24.5451,6.3504,6.3504,10.9677,6.3475,2.6703,1.3771,-13.1458,-12.2339,4.7849,-26.4596,-1.6881,-1.9351
Egan-Jones Ratings Company,"UNITED PARCEL SERVICE, INC",AA-,2014-03-21,1090727,1,4210.0,Other,UPS,1.8583,0.7009,2.7192,76.5884,2.4812,2.4812,5.9139,1.7995,1.4909,1.3928,17.0505,41.2366,2.0765,5.1005,0.3097,0.1817
Egan-Jones Ratings Company,"UNITED PARCEL SERVICE, INC",AA-,2014-05-16,1090727,1,4210.0,Other,UPS,1.8583,0.7009,2.7192,76.5884,2.4812,2.4812,5.9139,1.7995,1.4909,1.3928,17.0505,41.2366,2.0765,5.1005,0.3097,0.1817
Egan-Jones Ratings Company,"UNITED PARCEL SERVICE, INC",AA-,2014-09-10,1090727,1,4210.0,Other,UPS,1.8583,0.7009,2.7192,76.5884,2.4812,2.4812,5.9139,1.7995,1.4909,1.3928,17.0505,41.2366,2.0765,5.1005,0.3097,0.1817
Egan-Jones Ratings Company,"UNITED RENTALS, INC",BB-,2014-01-28,1067701,0,7350.0,Other,URI,1.0591,0.7804,3.8815,40.1009,21.7558,21.7558,44.3391,12.2099,7.8103,0.4412,20.9416,-18.2289,3.4458,4.5978,6.9904,5.9017
Egan-Jones Ratings Company,"UNITED RENTALS, INC",BB-,2014-06-12,1067701,0,7350.0,Other,URI,1.0591,0.7804,3.8815,40.1009,21.7558,21.7558,44.3391,12.2099,7.8103,0.4412,20.9416,-18.2289,3.4458,4.5978,6.9904,5.9017
Egan-Jones Ratings Company,"UNITED RENTALS, INC",BB-,2014-07-17,1067701,0,7350.0,Other,URI,1.0591,0.7804,3.8815,40.1009,21.7558,21.7558,44.3391,12.2099,7.8103,0.4412,20.9416,-18.2289,3.4458,4.5978,6.9904,5.9017
Egan-Jones Ratings Company,UNITED STATES CELLULAR,BB,2014-06-05,821130,0,4812.0,Telcm,USM,1.3926,0.2048,0.2576,55.0266,3.7477,3.7477,24.2584,6.5748,3.5735,0.608,4.2387,8.9159,2.2421,3.3707,-7.1181,-5.8943
Egan-Jones Ratings Company,UNITED STATES CELLULAR,BB,2014-08-22,821130,0,4812.0,Telcm,USM,1.3926,0.2048,0.2576,55.0266,3.7477,3.7477,24.2584,6.5748,3.5735,0.608,4.2387,8.9159,2.2421,3.3707,-7.1181,-5.8943
Egan-Jones Ratings Company,UNITED STATES CELLULAR,BB,2014-12-02,821130,0,4812.0,Telcm,USM,1.3926,0.2048,0.2576,55.0266,3.7477,3.7477,24.2584,6.5748,3.5735,0.608,4.2387,8.9159,2.2421,3.3707,-7.1181,-5.8943
Egan-Jones Ratings Company,UNITEDHEALTH GROUP,A,2014-01-21,731766,1,6324.0,Money,UNH,0.731,0.3166,0.5244,24.4422,7.8562,7.8562,8.9788,7.2782,4.5922,1.4959,17.646,-171.9612,6.9283,12.06,-0.0065,-0.2612
Egan-Jones Ratings Company,UNITEDHEALTH GROUP,A,2014-05-12,731766,1,6324.0,Money,UNH,0.731,0.3166,0.5244,24.4422,7.8562,7.8562,8.9788,7.2782,4.5922,1.4959,17.646,-171.9612,6.9283,12.06,-0.0065,-0.2612
Egan-Jones Ratings Company,UNITEDHEALTH GROUP,A,2014-07-21,731766,1,6324.0,Money,UNH,0.731,0.3166,0.5244,24.4422,7.8562,7.8562,8.9788,7.2782,4.5922,1.4959,17.646,-171.9612,6.9283,12.06,-0.0065,-0.2612
Egan-Jones Ratings Company,UNITEDHEALTH GROUP,A,2014-10-17,731766,1,6324.0,Money,UNH,0.731,0.3166,0.5244,24.4422,7.8562,7.8562,8.9788,7.2782,4.5922,1.4959,17.646,-171.9612,6.9283,12.06,-0.0065,-0.2612
Egan-Jones Ratings Company,UNITEDHEALTH GROUP,A,2014-10-21,731766,1,6324.0,Money,UNH,0.731,0.3166,0.5244,24.4422,7.8562,7.8562,8.9788,7.2782,4.5922,1.4959,17.646,-171.9612,6.9283,12.06,-0.0065,-0.2612
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB,2014-01-15,102037,1,5150.0,Shops,UVV,2.8043,0.1234,0.3866,18.7845,9.0592,9.0592,10.8919,8.4204,4.7894,1.0674,13.1132,11.8558,6.1106,9.5935,1.1833,0.9255
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB,2014-02-28,102037,1,5150.0,Shops,UVV,2.8043,0.1234,0.3866,18.7845,9.0592,9.0592,10.8919,8.4204,4.7894,1.0674,13.1132,11.8558,6.1106,9.5935,1.1833,0.9255
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB,2014-06-27,102037,1,5150.0,Shops,UVV,3.6777,0.1454,0.2971,17.0445,9.6829,9.6829,11.2131,9.0747,5.2775,1.1194,12.9526,11.8309,6.8323,9.3983,-8.3566,-8.9179
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB,2014-07-27,102037,1,5150.0,Shops,UVV,3.6777,0.1454,0.2971,17.0445,9.6829,9.6829,11.2131,9.0747,5.2775,1.1194,12.9526,11.8309,6.8323,9.3983,-8.3566,-8.9179
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB,2014-08-26,102037,1,5150.0,Shops,UVV,3.6777,0.1454,0.2971,17.0445,9.6829,9.6829,11.2131,9.0747,5.2775,1.1194,12.9526,11.8309,6.8323,9.3983,-8.3566,-8.9179
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB-,2014-08-28,102037,1,5150.0,Shops,UVV,3.6777,0.1454,0.2971,17.0445,9.6829,9.6829,11.2131,9.0747,5.2775,1.1194,12.9526,11.8309,6.8323,9.3983,-8.3566,-8.9179
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB-,2014-10-02,102037,1,5150.0,Shops,UVV,3.6777,0.1454,0.2971,17.0445,9.6829,9.6829,11.2131,9.0747,5.2775,1.1194,12.9526,11.8309,6.8323,9.3983,-8.3566,-8.9179
Egan-Jones Ratings Company,UNIVERSAL CORP,BBB-,2014-12-12,102037,1,5150.0,Shops,UVV,3.6777,0.1454,0.2971,17.0445,9.6829,9.6829,11.2131,9.0747,5.2775,1.1194,12.9526,11.8309,6.8323,9.3983,-8.3566,-8.9179
